File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\Development\stats\nmap\nping\common_modified.cc,"TargetGroup::get_next_host(struct sockaddr_storage *ss, size_t *sslen)",102,67,48,10,12,3,23,225
F:\papter datasets\Development\stats\nmap\nping\common_modified.cc,TargetGroup::return_last_host(),24,21,18,5,1,0,2,27
F:\papter datasets\Development\stats\nmap\nping\common_modified.cc,"TargetGroup::parse_expr(const char * const target_expr, int af)",188,150,117,36,14,5,24,236
F:\papter datasets\Development\stats\nmap\nping\common_modified.cc,"getpts_aux(const char *origexpr, int nested, u8 *porttbl, int *portwarning)",189,78,60,20,23,6,88,451
F:\papter datasets\Development\stats\nmap\nping\common_modified.cc,"devname2ipaddr_alt(char *dev, struct sockaddr_storage *addr)",29,25,21,7,4,1,0,5
F:\papter datasets\Development\stats\nmap\nping\Crypto.cc,Crypto::Crypto(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\Crypto.cc,Crypto::~Crypto(),2,1,1,0,1,0,0,0
F:\papter datasets\Development\stats\nmap\nping\Crypto.cc,Crypto::reset(),2,1,1,0,1,0,0,0
F:\papter datasets\Development\stats\nmap\nping\Crypto.cc,"Crypto::hmac_sha256(u8 *inbuff, size_t inlen, u8 *dst_buff, u8 *key, size_t key_len)",15,13,10,3,1,0,1,7
F:\papter datasets\Development\stats\nmap\nping\Crypto.cc,"Crypto::aes128_cbc_encrypt(u8 *inbuff, size_t inlen, u8 *dst_buff, u8 *key, size_t key_len, u8 *iv)",32,30,23,9,1,0,1,8
F:\papter datasets\Development\stats\nmap\nping\Crypto.cc,"Crypto::aes128_cbc_decrypt(u8 *inbuff, size_t inlen, u8 *dst_buff, u8 *key, size_t key_len, u8 *iv)",57,30,22,9,2,0,25,198
F:\papter datasets\Development\stats\nmap\nping\Crypto.cc,"Crypto::generateNonce(u8 *dst_buff, size_t bufflen)",12,10,6,3,0,2,2,19
F:\papter datasets\Development\stats\nmap\nping\Crypto.cc,"Crypto::deriveKey(const u8 *from, size_t fromlen, size_t *final_len)",41,34,26,9,5,0,2,18
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,EchoClient::EchoClient(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,EchoClient::~EchoClient(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,EchoClient::reset(),6,6,6,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,EchoClient::cleanup(),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::start(NpingTarget *target, u16 port)",44,28,23,11,8,0,8,56
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::nep_connect(NpingTarget *target, u16 port)",54,38,29,3,8,0,8,66
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,EchoClient::nep_handshake(),41,30,26,9,7,0,4,20
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,EchoClient::nep_send_packet_spec(),15,12,9,5,2,0,1,4
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,EchoClient::nep_recv_ready(),10,9,7,3,0,0,1,4
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::nep_recv_echo(u8 *packet, size_t packetlen)",50,37,32,9,5,0,8,88
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::parse_hs_server(u8 *pkt, size_t pktlen)",46,32,26,13,5,0,9,51
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::parse_hs_final(u8 *pkt, size_t pktlen)",67,45,36,19,9,0,13,89
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::parse_ready(u8 *pkt, size_t pktlen)",61,41,33,17,8,0,12,68
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::parse_echo(u8 *pkt, size_t pktlen)",70,41,34,15,10,0,19,114
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::parse_error(u8 *pkt, size_t pktlen)",3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,EchoClient::generate_hs_client(EchoHeader *h),25,21,18,6,3,0,1,4
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,EchoClient::generate_packet_spec(EchoHeader *h),118,86,70,15,11,2,21,97
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::nep_echoed_packet_handler(nsock_pool nsp, nsock_event nse, void *arg)",74,55,49,12,8,1,11,140
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::nep_recv_std_header_handler(nsock_pool nsp, nsock_event nse, void *arg)",69,50,44,12,9,1,10,125
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::nep_recv_hs_server_handler(nsock_pool nsp, nsock_event nse, void *arg)",12,10,8,5,0,0,2,12
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::nep_recv_hs_final_handler(nsock_pool nsp, nsock_event nse, void *arg)",12,10,8,5,0,0,2,12
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"EchoClient::nep_recv_ready_handler(nsock_pool nsp, nsock_event nse, void *arg)",12,10,8,5,0,0,2,12
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"echoed_packet_handler(nsock_pool nsp, nsock_event nse, void *arg)",4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"recv_std_header_handler(nsock_pool nsp, nsock_event nse, void *arg)",4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"connect_done_handler(nsock_pool nsp, nsock_event nse, void *arg)",9,9,8,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"write_done_handler(nsock_pool nsp, nsock_event nse, void *arg)",9,9,8,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"recv_hs_server_handler(nsock_pool nsp, nsock_event nse, void *arg)",9,9,8,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"recv_hs_final_handler(nsock_pool nsp, nsock_event nse, void *arg)",9,9,8,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoClient.cc,"recv_ready_handler(nsock_pool nsp, nsock_event nse, void *arg)",9,9,8,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::EchoHeader(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::~EchoHeader(),2,1,1,0,1,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::reset(),18,16,16,0,1,1,1,10
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getBufferPointer(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,"EchoHeader::storeRecvData(const u8 *buf, size_t len)",9,9,8,3,0,1,0,13
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::protocol_id() const,2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setVersion(u8 val),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getVersion(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setMessageType(u8 val),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getMessageType(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setTotalLength(u16 val),4,4,4,1,0,1,0,6
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setTotalLength(),28,28,19,11,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getTotalLength(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setSequenceNumber(u32 val),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getSequenceNumber(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setTimestamp(u32 val),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setTimestamp(),4,4,4,1,0,1,0,9
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getTimestamp(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setReserved(u32 val),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getReserved(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,"EchoHeader::setMessageAuthenticationCode(u8 *key, size_t keylen)",43,39,30,11,1,0,3,27
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getMessageAuthenticationCode(),29,29,20,18,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,"EchoHeader::verifyMessageAuthenticationCode(u8 *key, size_t keylen)",23,16,13,7,3,0,4,21
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setServerNonce(u8 *nonce),16,14,10,6,2,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getServerNonce(),14,12,8,7,2,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setClientNonce(u8 *nonce),16,14,10,6,2,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getClientNonce(),14,12,8,7,2,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setPartnerAddress(struct in_addr val),18,16,12,6,2,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setPartnerAddress(struct in6_addr val),18,16,12,6,2,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getPartnerAddress(struct in_addr *dst),15,13,9,6,2,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getPartnerAddress(struct in6_addr *dst),15,13,9,6,2,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getIPVersion(),18,15,10,9,3,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setIPVersion(u8 ver),19,16,11,7,3,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setProtocol(u8 proto),11,10,7,5,1,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getProtocol(),10,9,6,5,1,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setPacketCount(u16 c),11,10,7,5,1,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getPacketCount(),10,9,6,5,1,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getFieldLength(u8 field),43,34,12,11,4,0,5,14
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,"EchoHeader::addFieldSpec(u8 field, u8 *val)",8,7,5,3,0,0,1,7
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,"EchoHeader::addFieldSpec(u8 field, u8 *val, size_t flen)",27,25,21,8,0,0,2,22
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::rewindFieldSpecCounters(),4,4,4,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,"EchoHeader::getNextFieldSpec(u8 *field, u8 *dst_buff, size_t *final_len)",32,30,21,11,0,2,2,21
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setDLT(u16 dlt),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getDLT(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setPacketLength(u16 len),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getPacketLength(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,"EchoHeader::setEchoedPacket(const u8 *pkt, size_t pktlen)",19,18,15,5,0,0,1,7
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getEchoedPacket(u16 *final_len),4,4,3,2,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getEchoedPacket(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::updateEchoInternals(),12,9,7,4,1,0,2,9
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::setErrorMessage(const char *err),8,8,7,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getErrorMessage(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,EchoHeader::getCiphertextBounds(size_t *final_len),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,"EchoHeader::getCiphertextBounds(size_t *final_len, int message_type)",41,39,29,12,2,1,0,7
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,"EchoHeader::encrypt(u8 *key, size_t key_len, u8 *iv)",21,18,13,9,3,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoHeader.cc,"EchoHeader::decrypt(u8 *key, size_t key_len, u8 *iv, int message_type)",24,20,15,9,3,0,1,9
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::EchoServer(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::~EchoServer(),1,1,1,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::reset(),3,3,3,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::addClientContext(NEPContext ctx),4,4,4,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::getClientContext(clientid_t clnt),10,10,8,4,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::getClientContext(nsock_iod iod),7,7,5,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::destroyClientContext(clientid_t clnt),12,11,9,4,0,0,1,14
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::getClientNsockIOD(clientid_t clnt),7,7,5,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::getNewClientID(),7,7,5,2,0,1,0,5
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::nep_listen_socket(),95,66,48,13,14,4,15,169
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::nep_match_headers(IPv4Header *ip4, IPv6Header *ip6, TCPHeader *tcp, UDPHeader *udp, ICMPv4Header *icmp4, RawData *payload)",230,216,161,75,6,2,8,81
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::nep_match_packet(const u8 *pkt, size_t pktlen)",262,240,156,128,21,14,1,30
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::nep_capture_handler(nsock_pool nsp, nsock_event nse, void *param)",55,42,37,9,7,0,6,39
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::nep_echo_handler(nsock_pool nsp, nsock_event nse, void *param)",10,10,9,2,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::nep_hs_server_handler(nsock_pool nsp, nsock_event nse, void *param)",18,16,14,4,0,0,2,15
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::nep_hs_client_handler(nsock_pool nsp, nsock_event nse, void *param)",42,34,29,11,4,0,4,26
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::nep_hs_final_handler(nsock_pool nsp, nsock_event nse, void *param)",7,6,6,1,0,0,1,3
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::nep_packetspec_handler(nsock_pool nsp, nsock_event nse, void *param)",52,36,32,9,7,0,9,83
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::nep_ready_handler(nsock_pool nsp, nsock_event nse, void *param)",4,4,4,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::nep_session_ended_handler(nsock_pool nsp, nsock_event nse, void *param)",25,21,17,4,2,0,2,13
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::parse_hs_client(u8 *pkt, size_t pktlen, NEPContext *ctx)",75,49,41,17,12,0,14,90
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::parse_packet_spec(u8 *pkt, size_t pktlen, NEPContext *ctx)",102,74,57,26,9,0,19,148
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::generate_hs_server(EchoHeader *h, NEPContext *ctx)",13,11,10,3,1,0,1,4
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::generate_hs_final(EchoHeader *h, NEPContext *ctx)",30,24,21,6,4,0,2,7
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::generate_ready(EchoHeader *h, NEPContext *ctx)",19,14,12,5,3,0,2,7
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"EchoServer::generate_echo(EchoHeader *h, const u8 *pkt, size_t pktlen, NEPContext *ctx)",50,34,29,8,6,0,10,97
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::start(),104,77,61,17,12,13,15,191
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,EchoServer::cleanup(),3,2,2,1,0,0,1,8
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"capture_handler(nsock_pool nsp, nsock_event nse, void *arg)",4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"echo_handler(nsock_pool nsp, nsock_event nse, void *arg)",4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"hs_server_handler(nsock_pool nsp, nsock_event nse, void *arg)",4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"hs_client_handler(nsock_pool nsp, nsock_event nse, void *arg)",4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"hs_final_handler(nsock_pool nsp, nsock_event nse, void *arg)",4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"packetspec_handler(nsock_pool nsp, nsock_event nse, void *arg)",4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"ready_handler(nsock_pool nsp, nsock_event nse, void *arg)",4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"session_ended_handler(nsock_pool nsp, nsock_event nse, void *arg)",4,4,4,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\EchoServer.cc,"empty_handler(nsock_pool nsp, nsock_event nse, void *arg)",2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::NEPContext(),2,2,2,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::~NEPContext(),1,1,1,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::reset(),17,17,17,0,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getIdentifier(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setIdentifier(clientid_t clnt),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getAddress(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setAddress(struct sockaddr_storage a),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getNsockIOD(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setNsockIOD(nsock_iod iod),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::ready(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setState(int st),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getState(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setNextEncryptionIV(u8 *block),7,7,5,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getNextEncryptionIV(size_t *final_len),4,4,3,2,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getNextEncryptionIV(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setNextDecryptionIV(u8 *block),7,7,5,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getNextDecryptionIV(size_t *final_len),4,4,3,2,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getNextDecryptionIV(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setLastServerSequence(u32 seq),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getLastServerSequence(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getNextServerSequence(),6,6,4,2,0,1,0,5
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setLastClientSequence(u32 seq),3,3,3,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getLastClientSequence(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getNextClientSequence(),6,6,4,2,0,1,0,5
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::generateInitialServerSequence(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::generateInitialClientSequence(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,"NEPContext::generateKey(int key_type, size_t *final_len)",49,40,32,10,6,1,3,18
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setMacKeyC2S(u8 *key),6,6,4,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getMacKeyC2S(size_t *final_len),4,4,3,2,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getMacKeyC2S(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::generateMacKeyC2S(),6,6,5,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setMacKeyS2C(u8 *key),6,6,4,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getMacKeyS2C(size_t *final_len),4,4,3,2,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getMacKeyS2C(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::generateMacKeyS2C(),6,6,5,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::generateMacKeyS2CInitial(),6,6,5,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setCipherKeyC2S(u8 *key),6,6,4,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getCipherKeyC2S(size_t *final_len),4,4,3,2,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getCipherKeyC2S(),2,2,2,1,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::generateCipherKeyC2S(),6,6,5,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::setCipherKeyS2C(u8 *key),6,6,4,3,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getCipherKeyS2C(size_t *final_len),4,4,3,2,0,0,0,0
F:\papter datasets\Development\stats\nmap\nping\NEPContext.cc,NEPContext::getCipherKeyS2C(),2,2,2,1,0,0,0,0
