File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\benchmark\pdftohtml-0.40a\src\HtmlOutputDev.cc,"HtmlOutputDev::drawImageMask(GfxState *state, Object *ref, Stream *str, int width, int height, GBool invert, GBool inlineImg)",87,72,64,10,10,2,5,25,
F:\benchmark\pdftohtml-0.40a\src\HtmlOutputDev.cc,"HtmlOutputDev::drawImage(GfxState *state, Object *ref, Stream *str, int width, int height, GfxImageColorMap *colorMap, int *maskColors, GBool inlineImg)",97,77,67,7,13,2,7,34,
F:\benchmark\pdftohtml-0.40a\src\HtmlOutputDev.cc,"HtmlOutputDev::drawLink(Link* link,Catalog *cat)",14,10,10,0,4,0,0,0,
F:\benchmark\pdftohtml-0.40a\src\HtmlOutputDev.cc,"HtmlOutputDev::getLinkDest(Link *link,Catalog* catalog)",114,103,71,24,6,0,5,12,
F:\benchmark\pdftohtml-0.40a\src\HtmlOutputDev.cc,HtmlOutputDev::dumpMetaVars(FILE *file),10,9,7,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\src\HtmlOutputDev.cc,HtmlOutputDev::dumpDocOutline(Catalog* catalog),45,40,26,11,5,0,0,0,
F:\benchmark\pdftohtml-0.40a\src\HtmlOutputDev.cc,"HtmlOutputDev::newOutlineLevel(FILE *output, Object *node, Catalog* catalog, int level)",89,76,63,13,6,0,7,25,
F:\benchmark\pdftohtml-0.40a\src\HtmlOutputDev.cc,HtmlOutputDev::updateCharSpace(GfxState *state),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\src\pdftohtml.cc,"main(int argc, char *argv[])",264,211,155,41,32,2,21,97,
F:\benchmark\pdftohtml-0.40a\src\pdftohtml.cc,"getInfoString(Dict *infoDict, char *key)",9,8,7,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\src\pdftohtml.cc,"getInfoDate(Dict *infoDict, char *key)",36,35,30,5,1,1,0,6,
F:\benchmark\pdftohtml-0.40a\xpdf\Annot.cc,"Annot::Annot(XRef *xrefA, Dict *acroForm, Dict *dict)",85,76,59,12,5,2,4,41,
F:\benchmark\pdftohtml-0.40a\xpdf\Annot.cc,Annot::~Annot(),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Annot.cc,"Annot::generateAppearance(Dict *acroForm, Dict *dict)",140,122,99,23,8,0,10,63,
F:\benchmark\pdftohtml-0.40a\xpdf\Annot.cc,Annot::draw(Gfx *gfx),7,6,5,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Annot.cc,"Annots::Annots(XRef *xref, Catalog *catalog, Object *annotsObj)",30,28,22,5,2,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Annot.cc,Annots::~Annots(),7,6,5,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Array.cc,Array::Array(XRef *xrefA),5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Array.cc,Array::~Array(),6,5,4,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Array.cc,Array::add(Object *elem),11,11,9,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Array.cc,"Array::get(int i, Object *obj)",9,9,5,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Array.cc,"Array::getNF(int i, Object *obj)",9,9,5,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\BuiltinFont.cc,"BuiltinFontWidths::BuiltinFontWidths(BuiltinFontWidth *widths, int sizeA)",13,12,10,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\BuiltinFont.cc,BuiltinFontWidths::~BuiltinFontWidths(),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\BuiltinFont.cc,"BuiltinFontWidths::getWidth(char *name, Gushort *width)",12,11,9,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\BuiltinFont.cc,BuiltinFontWidths::hash(char *name),9,8,7,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\BuiltinFontTables.cc,initBuiltinFontTables(),15,15,15,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\BuiltinFontTables.cc,freeBuiltinFontTables(),6,5,4,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Catalog.cc,Catalog::Catalog(XRef *xrefA),93,70,56,8,12,0,11,62,
F:\benchmark\pdftohtml-0.40a\xpdf\Catalog.cc,Catalog::~Catalog(),21,20,16,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Catalog.cc,Catalog::readMetadata(),22,21,17,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Catalog.cc,"Catalog::readPageTree(Dict *pagesDict, PageAttrs *attrs, int start)",67,63,49,10,2,0,2,19,
F:\benchmark\pdftohtml-0.40a\xpdf\Catalog.cc,"Catalog::findPage(int num, int gen)",8,7,5,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Catalog.cc,Catalog::findDest(GString *name),42,37,26,10,3,0,2,9,
F:\benchmark\pdftohtml-0.40a\xpdf\Catalog.cc,"Catalog::findDestInTree(Object *tree, GString *name, Object *obj)",58,51,37,14,4,0,3,14,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,getCharFromString(void *data),12,11,10,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,getCharFromFile(void *data),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,"CharCodeToUnicode::parseCIDToUnicode(GString *fileName, GString *collection)",38,34,27,6,4,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,CharCodeToUnicode::parseUnicodeToUnicode( GString *fileName),85,81,61,17,4,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,CharCodeToUnicode::make8BitToUnicode(Unicode *toUnicode),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,"CharCodeToUnicode::parseCMap(GString *buf, int nBits)",8,7,7,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,"CharCodeToUnicode::mergeCMap(GString *buf, int nBits)",5,4,4,0,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,"CharCodeToUnicode::parseCMap1(int (*getCharFunc)(void *), void *data, int nBits)",103,101,73,24,2,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,"CharCodeToUnicode::addMapping(CharCode code, char *uStr, int n, int offset)",39,38,30,7,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,CharCodeToUnicode::CharCodeToUnicode(GString *tagA),15,14,11,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,"CharCodeToUnicode::CharCodeToUnicode(GString *tagA, Unicode *mapA, CharCode mapLenA, GBool copyMap, CharCodeToUnicodeString *sMapA, int sMapLenA, int sMapSizeA)",16,16,13,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,CharCodeToUnicode::~CharCodeToUnicode(),11,11,7,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,CharCodeToUnicode::incRefCnt(),8,8,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,CharCodeToUnicode::decRefCnt(),13,12,7,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,CharCodeToUnicode::match(GString *tagA),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,"CharCodeToUnicode::setMapping(CharCode c, Unicode *u, int len)",26,25,18,7,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,"CharCodeToUnicode::mapToUnicode(CharCode c, Unicode *u, int size)",19,18,13,9,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,CharCodeToUnicodeCache::CharCodeToUnicodeCache(int sizeA),8,7,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,CharCodeToUnicodeCache::~CharCodeToUnicodeCache(),9,8,6,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,CharCodeToUnicodeCache::getCharCodeToUnicode(GString *tag),20,19,15,7,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CharCodeToUnicode.cc,CharCodeToUnicodeCache::add(CharCodeToUnicode *ctu),11,10,8,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,getCharFromFile(void *data),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,"CMap::parse(CMapCache *cache, GString *collectionA, GString *cMapNameA)",111,103,75,29,7,0,1,5,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,"CMap::CMap(GString *collectionA, GString *cMapNameA)",15,14,11,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,"CMap::CMap(GString *collectionA, GString *cMapNameA, int wModeA)",9,9,7,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,"CMap::useCMap(CMapCache *cache, char *useName)",12,11,10,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,"CMap::copyVector(CMapVectorEntry *dest, CMapVectorEntry *src)",23,22,16,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,"CMap::addCodeSpace(CMapVectorEntry *vec, Guint start, Guint end, Guint nBytes)",22,21,16,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,"CMap::addCIDs(Guint start, Guint end, Guint nBytes, CID firstCID)",26,25,19,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,CMap::~CMap(),9,9,6,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,CMap::freeCMapVector(CMapVectorEntry *vec),9,8,6,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,CMap::incRefCnt(),8,8,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,CMap::decRefCnt(),13,12,7,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,"CMap::match(GString *collectionA, GString *cMapNameA)",2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,"CMap::getCID(char *s, int len, int *nUsed)",25,23,18,9,1,0,1,2,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,CMapCache::CMapCache(),6,5,4,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,CMapCache::~CMapCache(),8,7,5,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CMap.cc,"CMapCache::getCMap(GString *collection, GString *cMapName)",31,30,23,11,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CoreOutputDev.cc,"CoreOutputDev::CoreOutputDev(SplashColorMode colorModeA, int bitmapRowPadA, GBool reverseVideoA, SplashColorPtr paperColorA, GBool incrementalUpdateA, CoreOutRedrawCbk redrawCbkA, void *redrawCbkDataA)",4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CoreOutputDev.cc,CoreOutputDev::~CoreOutputDev(),1,1,1,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CoreOutputDev.cc,CoreOutputDev::endPage(),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CoreOutputDev.cc,CoreOutputDev::dump(),10,9,7,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\CoreOutputDev.cc,CoreOutputDev::clear(),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,"Decrypt::Decrypt(Guchar *fileKey, int keyLength, int objNum, int objGen)",20,16,14,2,2,0,2,7,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,Decrypt::reset(),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,Decrypt::decryptByte(Guchar c),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,"Decrypt::makeFileKey(int encVersion, int encRevision, int keyLength, GString *ownerKey, GString *userKey, int permissions, GString *fileID, GString *ownerPassword, GString *userPassword, Guchar *fileKey, GBool encryptMetadata, GBool *ownerPasswordOk)",58,54,40,12,2,0,2,17,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,"Decrypt::makeFileKey2(int encVersion, int encRevision, int keyLength, GString *ownerKey, GString *userKey, int permissions, GString *fileID, GString *userPassword, Guchar *fileKey, GBool encryptMetadata)",72,67,57,11,3,0,2,6,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,"rc4InitKey(Guchar *key, int keyLen, Guchar *state)",15,14,12,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,"rc4DecryptByte(Guchar *state, Guchar *x, Guchar *y, Guchar c)",10,9,9,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,"rotateLeft(Gulong x, int r)",3,3,3,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,"md5Round1(Gulong a, Gulong b, Gulong c, Gulong d, Gulong Xk, Gulong s, Gulong Ti)",2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,"md5Round2(Gulong a, Gulong b, Gulong c, Gulong d, Gulong Xk, Gulong s, Gulong Ti)",2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,"md5Round3(Gulong a, Gulong b, Gulong c, Gulong d, Gulong Xk, Gulong s, Gulong Ti)",2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,"md5Round4(Gulong a, Gulong b, Gulong c, Gulong d, Gulong Xk, Gulong s, Gulong Ti)",2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Decrypt.cc,"md5(Guchar *msg, int msgLen, Guchar *digest)",140,117,109,5,11,0,12,49,
F:\benchmark\pdftohtml-0.40a\xpdf\Dict.cc,Dict::Dict(XRef *xrefA),5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Dict.cc,Dict::~Dict(),8,7,6,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Dict.cc,"Dict::add(char *key, Object *val)",12,12,10,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Dict.cc,Dict::find(char *key),8,7,5,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Dict.cc,Dict::is(char *type),4,3,3,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Dict.cc,"Dict::lookup(char *key, Object *obj)",4,3,3,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Dict.cc,"Dict::lookupNF(char *key, Object *obj)",4,3,3,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Dict.cc,Dict::getKey(int i),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Dict.cc,"Dict::getVal(int i, Object *obj)",2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Dict.cc,"Dict::getValNF(int i, Object *obj)",2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Error.cc,"error(int pos, char *msg, ...)",17,15,13,2,1,0,1,11,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,Function::Function(),1,1,1,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,Function::~Function(),1,1,1,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,Function::parse(Object *funcObj),43,39,35,10,4,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,Function::init(Dict *dict),70,64,50,12,4,0,2,4,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,IdentityFunction::IdentityFunction(),12,9,8,1,1,0,2,13,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,IdentityFunction::~IdentityFunction(),1,1,1,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"IdentityFunction::transform(double *in, double *out)",6,5,4,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"SampledFunction::SampledFunction(Object *funcObj, Dict *dict)",158,141,111,23,10,0,7,19,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,SampledFunction::~SampledFunction(),4,4,3,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,SampledFunction::SampledFunction(SampledFunction *func),4,4,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"SampledFunction::transform(double *in, double *out)",52,41,32,9,5,0,6,36,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"ExponentialFunction::ExponentialFunction(Object *funcObj, Dict *dict)",82,71,55,13,7,0,4,12,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,ExponentialFunction::~ExponentialFunction(),1,1,1,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,ExponentialFunction::ExponentialFunction(ExponentialFunction *func),2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"ExponentialFunction::transform(double *in, double *out)",22,21,17,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"StitchingFunction::StitchingFunction(Object *funcObj, Dict *dict)",84,73,55,13,7,0,4,11,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,StitchingFunction::StitchingFunction(StitchingFunction *func),13,12,11,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,StitchingFunction::~StitchingFunction(),13,12,9,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"StitchingFunction::transform(double *in, double *out)",19,18,14,4,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PSStack::checkOverflow(int n),6,6,5,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PSStack::checkUnderflow(),6,6,5,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"PSStack::checkType(PSObjectType t1, PSObjectType t2)",6,6,5,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PSStack::pushBool(GBool booln),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PSStack::pushInt(int intg),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PSStack::pushReal(double real),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PSStack::popBool(),5,5,4,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PSStack::popInt(),5,5,4,3,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PSStack::popNum(),9,8,7,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PSStack::copy(int n),14,13,10,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"PSStack::roll(int n, int j)",22,21,16,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PSStack::index(int i),6,6,5,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PSStack::pop(),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"PostScriptFunction::PostScriptFunction(Object *funcObj, Dict *dict)",48,39,31,6,6,0,3,13,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PostScriptFunction::PostScriptFunction(PostScriptFunction *func),5,5,5,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PostScriptFunction::~PostScriptFunction(),3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"PostScriptFunction::transform(double *in, double *out)",22,17,14,3,1,0,4,22,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"PostScriptFunction::parseCode(Stream *str, int *codePtr)",118,116,98,29,1,0,1,6,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PostScriptFunction::getToken(Stream *str),35,34,29,9,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,PostScriptFunction::resizeCode(int newSize),5,5,4,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Function.cc,"PostScriptFunction::exec(PSStack *stack, int codePtr)",311,309,235,73,1,0,1,10,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"GfxResources::GfxResources(XRef *xref, Dict *resDict, GfxResources *nextA)",46,31,28,3,9,0,6,21,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,GfxResources::~GfxResources(),9,9,8,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,GfxResources::lookupFont(char *name),12,11,8,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"GfxResources::lookupXObject(char *name, Object *obj)",12,11,8,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"GfxResources::lookupXObjectNF(char *name, Object *obj)",12,11,8,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"GfxResources::lookupColorSpace(char *name, Object *obj)",12,11,8,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,GfxResources::lookupPattern(char *name),17,16,13,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,GfxResources::lookupShading(char *name),17,16,13,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"GfxResources::lookupGState(char *name, Object *obj)",13,12,9,5,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::Gfx(XRef *xrefA, OutputDev *outA, int pageNum, Dict *resDict, double hDPI, double vDPI, PDFRectangle *box, PDFRectangle *cropBox, int rotate, GBool (*abortCheckCbkA)(void *data), void *abortCheckCbkDataA)",37,30,28,2,4,0,3,8,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::Gfx(XRef *xrefA, OutputDev *outA, Dict *resDict, PDFRectangle *box, PDFRectangle *cropBox, GBool (*abortCheckCbkA)(void *data), void *abortCheckCbkDataA)",34,27,25,2,4,0,3,8,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,Gfx::~Gfx(),13,13,9,4,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::display(Object *obj, GBool topLevel)",22,21,18,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,Gfx::go(GBool topLevel),86,68,53,16,9,0,9,43,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::execOp(Object *cmd, Object args[], int numArgs)",45,39,27,8,3,0,3,7,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,Gfx::findOp(char *name),19,17,12,5,1,0,1,6,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::checkArg(Object *arg, TchkType type)",13,13,12,2,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,Gfx::getPos(),2,2,2,1,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSave(Object args[], int numArgs)",2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opRestore(Object args[], int numArgs)",2,2,2,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opConcat(Object args[], int numArgs)",8,8,4,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetDash(Object args[], int numArgs)",20,19,17,2,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetFlat(Object args[], int numArgs)",3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetLineJoin(Object args[], int numArgs)",3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetLineCap(Object args[], int numArgs)",3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetMiterLimit(Object args[], int numArgs)",3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetLineWidth(Object args[], int numArgs)",3,3,3,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetExtGState(Object args[], int numArgs)",52,46,37,9,4,0,2,8,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetRenderingIntent(Object args[], int numArgs)",1,1,1,0,0,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetFillGray(Object args[], int numArgs)",9,8,8,0,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetStrokeGray(Object args[], int numArgs)",9,8,8,0,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetFillCMYKColor(Object args[], int numArgs)",12,11,10,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetStrokeCMYKColor(Object args[], int numArgs)",12,11,10,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetFillRGBColor(Object args[], int numArgs)",12,11,10,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetStrokeRGBColor(Object args[], int numArgs)",12,11,10,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetFillColorSpace(Object args[], int numArgs)",25,24,21,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetStrokeColorSpace(Object args[], int numArgs)",25,24,21,3,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetFillColor(Object args[], int numArgs)",10,9,8,1,1,0,0,0,
F:\benchmark\pdftohtml-0.40a\xpdf\Gfx.cc,"Gfx::opSetStrokeColor(Object args[], int numArgs)",10,9,8,1,1,0,0,0,
