File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorEvents.cpp,"CAmbientLightAwareSensorEvents::GetSensorData(ISensor *pSensor, ISensorDataReport *pDataReport)",28,24,16,4,3,0,1,8,
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorManagerEvents.cpp,CAmbientLightAwareSensorManagerEvents::CAmbientLightAwareSensorManagerEvents(CAmbientLightAwareDlg* dlg),3,3,3,0,0,1,0,5,
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorManagerEvents.cpp,CAmbientLightAwareSensorManagerEvents::~CAmbientLightAwareSensorManagerEvents(),6,6,4,1,0,0,0,0,
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorManagerEvents.cpp,"CAmbientLightAwareSensorManagerEvents::QueryInterface(REFIID riid, void** ppObject)",23,20,12,3,3,0,0,0,
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorManagerEvents.cpp,CAmbientLightAwareSensorManagerEvents::AddRef(),3,3,3,1,0,0,0,0,
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorManagerEvents.cpp,CAmbientLightAwareSensorManagerEvents::Release(),9,7,5,2,2,0,0,0,
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorManagerEvents.cpp,CAmbientLightAwareSensorManagerEvents::Initialize(),37,34,20,8,2,0,1,5,
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorManagerEvents.cpp,CAmbientLightAwareSensorManagerEvents::Uninitialize(),16,13,9,3,3,0,0,0,
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorManagerEvents.cpp,"CAmbientLightAwareSensorManagerEvents::OnSensorEnter(__RPC__in_opt ISensor* pSensor, SensorState state)",28,26,14,6,2,0,0,0,
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorManagerEvents.cpp,CAmbientLightAwareSensorManagerEvents::AddSensor(ISensor *pSensor),25,21,13,4,2,1,2,34,
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorManagerEvents.cpp,CAmbientLightAwareSensorManagerEvents::RemoveSensor(ISensor* pSensor),23,18,12,3,4,1,1,16,
F:\papter datasets\Ambient light sensor sample\C++\AmbientLightAwareSensorManagerEvents.cpp,CAmbientLightAwareSensorManagerEvents::RemoveSensor(REFSENSOR_ID sensorID),15,13,9,2,2,0,0,0,
