File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\benchmark\lzip-1.15\main.cc,set_signals(),4,4,4,0,0,0,0,0,
F:\benchmark\lzip-1.15\main.cc,"show_error( const char * const msg, const int errcode, const bool help )",14,14,7,4,0,0,0,0,
F:\benchmark\lzip-1.15\main.cc,internal_error( const char * const msg ),4,4,3,1,0,0,0,0,
F:\benchmark\lzip-1.15\main.cc,"show_progress( const unsigned long long partial_size, const Matchfinder_base * const m, const Pretty_print * const p, const struct stat * const in_statsp )",21,20,14,3,1,3,0,9,
F:\benchmark\lzip-1.15\main.cc,"main( const int argc, const char * const argv[] )",219,204,152,34,13,14,2,39,
F:\benchmark\lzip-1.15\encoder.h,get_slot( const uint32_t dis ),5,5,5,4,0,0,0,0,
F:\benchmark\lzip-1.15\encoder.h,price0( const Bit_model bm ),1,1,1,0,0,0,0,0,
F:\benchmark\lzip-1.15\encoder.h,price1( const Bit_model bm ),1,1,1,0,0,0,0,0,
F:\benchmark\lzip-1.15\encoder.h,"price_bit( const Bit_model bm, const int bit )",1,1,1,0,0,0,0,0,
F:\benchmark\lzip-1.15\encoder.h,"price_symbol( const Bit_model bm[], int symbol, const int num_bits )",10,10,8,2,0,0,0,0,
F:\benchmark\lzip-1.15\encoder.h,"price_symbol_reversed( const Bit_model bm[], int symbol, const int num_bits )",11,11,9,2,0,0,0,0,
F:\benchmark\lzip-1.15\encoder.h,"price_matched( const Bit_model bm[], unsigned symbol, unsigned match_byte )",15,14,13,2,1,1,0,8,
F:\benchmark\lzip-1.15\lzip.h,get_len_state( const int len ),1,1,1,0,0,0,0,0,
F:\benchmark\lzip-1.15\lzip.h,get_lit_state( const uint8_t prev_byte ),1,1,1,0,0,0,0,0,
F:\benchmark\lzip-1.15\lzip.h,real_bits( unsigned value ),4,4,4,2,0,0,0,0,
