File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnAsyncFind(),7,4,4,0,0,0,3,22,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnDiscoveryClicked(),119,89,53,11,19,3,11,100,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::ProcessFindByType(_In_ BSTR bstrSearchType),135,127,68,13,3,2,5,44,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::ProcessFindByUDN(_In_ BSTR bstrSearchType),40,33,23,3,3,1,4,28,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::ProcessAsyncFind(_In_ BSTR bstrSearchType),54,50,25,5,3,0,1,6,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::InitializeDevTypeArray(),56,40,25,5,7,3,9,83,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::fFileExists(_In_ LPTSTR ptszFileName),13,11,7,3,1,0,1,12,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::InitializeUDNList(),34,23,15,4,6,1,5,38,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::StopAsyncFindIfStarted(),23,20,12,3,2,0,1,11,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::AddDevice(_In_ IUPnPDevice *pDevice),48,37,23,2,8,3,3,45,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::RemoveDevice(_In_ BSTR bstrUDN),42,30,22,3,8,1,4,52,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnSelEndOkComboDevice(),143,134,98,19,2,4,7,77,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnSelEndOkComboService(),5,5,3,1,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnDevpropClick(),18,15,10,1,2,0,1,10,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnSubscribe(),121,100,60,14,15,2,6,49,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnViewSCPD(),80,60,35,5,17,0,3,27,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnQueryVariable(),53,46,26,5,5,0,2,15,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,"CGenericUCPDlg::OnQueryVariableAsync( _In_ BSTR bstrVariableName, _In_ int iCurrentService )",146,125,65,13,17,2,4,52,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,"CGenericUCPDlg::OnQueryVariableSync( _In_ BSTR bstrVariableName, _In_ int iCurrentService )",46,41,20,2,5,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnInvokeAction(),116,96,63,11,14,5,6,72,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,"CGenericUCPDlg::OnInvokeAsyncAction( _In_ BSTR bstrActionName, _In_ int iCurrentService, _In_ VARIANT vaActionArgs )",244,208,98,19,28,7,8,100,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,"CGenericUCPDlg::OnInvokeSyncAction( _In_ BSTR bstrActionName, _In_ int iCurrentService, _In_ VARIANT vaActionArgs )",132,120,51,7,8,5,4,48,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnCloseClick(),4,4,4,0,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnCheckBoxClick(),2,2,2,0,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::iNumberOfInArguments(_In_ LPWSTR tszString),10,10,9,2,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CDeviceFinderCallback::CDeviceFinderCallback(),2,2,2,0,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CDeviceFinderCallback::~CDeviceFinderCallback(),1,1,1,0,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,"CDeviceFinderCallback::QueryInterface(_In_ const IID& iid, _Out_ void** ppv)",19,16,10,3,3,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CDeviceFinderCallback::AddRef(),2,2,2,1,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CDeviceFinderCallback::Release(),8,7,5,2,1,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CDeviceFinderCallback::Create(),4,4,4,1,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CDeviceFinderCallback::SetDialogPointer(CGenericUCPDlg* pDialog),2,2,2,0,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,"CDeviceFinderCallback::DeviceAdded( _In_ LONG lFindData, _In_ IUPnPDevice * pDevice)",7,6,6,1,1,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,"CDeviceFinderCallback::DeviceRemoved( _In_ LONG lFindData, _In_ BSTR bstrUDN)",6,5,5,1,1,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CDeviceFinderCallback::SearchComplete( _In_ LONG lFindData),10,8,7,2,2,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CServiceCallback::CServiceCallback(),2,2,2,0,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CServiceCallback::~CServiceCallback(),1,1,1,0,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,"CServiceCallback::QueryInterface(_In_ const IID& iid, _Out_ void** ppv)",19,16,10,3,3,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CServiceCallback::AddRef(),2,2,2,1,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CServiceCallback::Release(),8,7,5,2,1,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CServiceCallback::Create(),4,4,4,1,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CServiceCallback::SetDialogPointer(CGenericUCPDlg* pDialog),2,2,2,0,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,"CServiceCallback::StateVariableChanged( _In_ IUPnPService *pus, _In_ LPCWSTR pcwszStateVarName, _In_ VARIANT varValue)",32,29,24,4,3,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CServiceCallback::ServiceInstanceDied( _In_ IUPnPService *pus),17,16,14,2,1,0,0,0,
F:\papter datasets\UPnP control point sample\C++\GenericUCPDlg.cpp,CGenericUCPDlg::OnClose(),5,4,4,0,1,0,0,0,
F:\papter datasets\UPnP control point sample\C++\SCPDDisplay.cpp,"CSCPDDisplay::CSCPDDisplay(BSTR bstrDocument, CWnd* pParent)",4,2,2,0,0,0,2,2,
F:\papter datasets\UPnP control point sample\C++\SCPDDisplay.cpp,CSCPDDisplay::~CSCPDDisplay(),3,2,2,0,1,0,0,0,
F:\papter datasets\UPnP control point sample\C++\SCPDDisplay.cpp,CSCPDDisplay::DoDataExchange(CDataExchange* pDX),6,4,4,0,0,0,2,2,
F:\papter datasets\UPnP control point sample\C++\SCPDDisplay.cpp,CSCPDDisplay::OnOk(),4,3,3,0,0,0,1,8,
F:\papter datasets\UPnP control point sample\C++\SCPDDisplay.cpp,CSCPDDisplay::OnInitDialog(),9,7,5,2,2,0,0,0,
F:\papter datasets\UPnP control point sample\C++\Util.cpp,ReleaseObj(_In_ IUnknown* pInterface),4,4,3,1,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\Util.cpp,PrintErrorText(_In_ HRESULT hr),166,163,49,23,1,0,2,16,
F:\papter datasets\UPnP control point sample\C++\Util.cpp,"HrCreateSafeArray(_In_ VARTYPE vt, _In_ int nArgs, _Outptr_ SAFEARRAY **ppsa)",18,15,12,4,3,0,0,0,
F:\papter datasets\UPnP control point sample\C++\Util.cpp,"HrCreateArgVariants(_In_ DWORD dwArgs, _Outptr_result_buffer_maybenull_(dwArgs) VARIANT*** pppVars)",41,35,24,9,6,0,0,0,
F:\papter datasets\UPnP control point sample\C++\Util.cpp,"HrDestroyArgVariants(_In_ DWORD dwArgs, _Inout_ _At_(*pppVars, _Pre_writable_size_(dwArgs) _Post_maybenull_) VARIANT*** pppVars)",25,21,15,5,4,0,0,0,
F:\papter datasets\UPnP control point sample\C++\Util.cpp,"VariantSetVar(_In_ VARIANT* pvarToSet, _Inout_ VARIANT& va)",4,4,4,0,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\Util.cpp,"VariantSetArray(_In_ SAFEARRAY* psa, _Inout_ VARIANT& va)",4,4,4,0,0,0,0,0,
F:\papter datasets\UPnP control point sample\C++\Util.cpp,"HrGetSafeArrayBounds(_In_ SAFEARRAY *psa, _Out_ long* plLBound, _Out_ long* plUBound)",15,13,9,5,2,0,0,0,
F:\papter datasets\UPnP control point sample\C++\Util.cpp,"HrGetVariantElement(_In_ SAFEARRAY *psa, _In_ int lPosition, _Out_ VARIANT* pvar)",15,12,8,3,3,0,0,0,
F:\papter datasets\UPnP control point sample\C++\Util.cpp,"SafeStrCopy(_Out_writes_(srcBufLen) LPWSTR src, _In_ LPCWSTR dst, _In_ size_t srcBufLen)",7,5,5,0,2,0,0,0,
